Variable Name,Variable Description,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints,Model Feature,Model Output,Column Alias,OHE,Value Encoding,Missing Data Remap?,Remap Value,Fill Zeros,Numeric
PAQ640,"In a typical week, on how many days {do you/does SP} walk or bicycle for at least 10 minutes continuously to get to and from places?",PAQ_J,Physical Activity,2017,2018,Questionnaire,,,,,,,,,,
PAQ650,"The next questions exclude the work and transport activities that you have already mentioned. Now I would like to ask you about sports, fitness and recreational activities. In a typical week {do you/does SP} do any vigorous-intensity sports, fitness, or recreational activities that cause large increases in breathing or heart rate like running or basketball for at least 10 minutes continuously?",PAQ_J,Physical Activity,2017,2018,Questionnaire,,,,,,,,,,
PAQ655,"In a typical week, on how many days {do you/does SP} do vigorous-intensity sports, fitness or recreational activities?",PAQ_J,Physical Activity,2017,2018,Questionnaire,,,,,,,,,,
PAQ665,"In a typical week {do you/does SP} do any moderate-intensity sports, fitness, or recreational activities that cause a small increase in breathing or heart rate such as brisk walking, bicycling, swimming, or volleyball for at least 10 minutes continuously?",PAQ_J,Physical Activity,2017,2018,Questionnaire,,,,,,,,,,
PAQ670,"In a typical week, on how many days {do you/does SP} do moderate-intensity sports, fitness or recreational activities?",PAQ_J,Physical Activity,2017,2018,Questionnaire,,,,,,,,,,
SEQN,Respondent sequence number.,PAQ_J,Physical Activity,2017,2018,Questionnaire,,,,,,,,,,
IMQ011,"Hepatitis (Hep-a-ti-tis) A vaccine is given as a two dose series to some children older than 2 years and also to some adults, especially people who travel outside the United States. It has only been available since 1995. {Have you/Has SP} ever received hepatitis A vaccine?",IMQ_J,Immunization,2017,2018,Questionnaire,,,,,,,,,,
IMQ020,"Hepatitis (Hep-a-ti-tis) B vaccine is given in three separate doses and has been recommended for all newborn infants since 1991. In 1995, it was recommended that adolescents be given the vaccine. Persons who may be exposed to other people's blood, such as health care workers, also may have received the vaccine. {Have you/Has SP} ever received the 3-dose series of the hepatitis B vaccine?",IMQ_J,Immunization,2017,2018,Questionnaire,,,,,,,,,,
IMQ060,"Human Papillomavirus (HPV) vaccine is given to prevent cervical cancer in girls and women. The HPV vaccines available are called Cervarix, Gardasil or Gardasil 9. It is given in 2 or 3 separate doses over a 6 month period. {Have you/Has SP} ever received one or more doses of the HPV vaccine?",IMQ_J,Immunization,2017,2018,Questionnaire,,,,,,,,,,
IMQ070,Human Papillomavirus (HPV) vaccine is given to prevent HPV infection and genital warts in boys and men. It is given in 2 or 3 separate doses over a 6 month period. {Have you/Has SP} ever received one or more doses of the HPV vaccine? (The brand name for the vaccine is Gardasil.),IMQ_J,Immunization,2017,2018,Questionnaire,,,,,,,,,,
IMQ081A,"Which of the HPV vaccines did {you/SP} receive, Cervarix, Gardasil or Gardasil 9?",IMQ_J,Immunization,2017,2018,Questionnaire,,,,,,,,,,
IMQ081B,"Which of the HPV vaccines did {you/SP} receive, Cervarix, Gardasil or Gardasil 9?",IMQ_J,Immunization,2017,2018,Questionnaire,,,,,,,,,,
IMQ081C,"Which of the HPV vaccines did {you/SP} receive, Cervarix, Gardasil or Gardasil 9?",IMQ_J,Immunization,2017,2018,Questionnaire,,,,,,,,,,
IMQ081D,"Which of the HPV vaccines did {you/SP} receive, Cervarix, Gardasil or Gardasil 9?",IMQ_J,Immunization,2017,2018,Questionnaire,,,,,,,,,,
IMQ090,How old {were you/was SP} when {you/SP} received your first dose of {Cervarix/Gardasil/Gardasil 9/Gardasil or Gardasil 9/the vaccine}?,IMQ_J,Immunization,2017,2018,Questionnaire,,,,,,,,,,
IMQ100,How many doses of {Cervarix/Gardasil/Gardasil or Gardasil 9/the vaccine} {have you/has SP} received?,IMQ_J,Immunization,2017,2018,Questionnaire,,,,,,,,,,
SEQN,Respondent sequence number.,IMQ_J,Immunization,2017,2018,Questionnaire,,,,,,,,,,
HIQ011,The (first/next) questions are about health insurance. {Are you/Is SP} covered by health insurance or some other kind of health care plan? [Include health insurance obtained through employment or purchased directly as well as government programs like Medicare and Medicaid that provide medical care or help pay medical bills.],HIQ_J,Health Insurance,2017,2018,Questionnaire,,,,,,,,,,
HIQ031A,{Are you/Is SP} covered by private insurance?,HIQ_J,Health Insurance,2017,2018,Questionnaire,,,,,,,,,,
HIQ031AA,No coverage of any type.,HIQ_J,Health Insurance,2017,2018,Questionnaire,,,,,,,,,,
HIQ031B,{Are you/Is SP} covered by Medicare?,HIQ_J,Health Insurance,2017,2018,Questionnaire,,,,,,,,,,
HIQ031C,{Are you/Is SP} covered by Medi-Gap?,HIQ_J,Health Insurance,2017,2018,Questionnaire,,,,,,,,,,
HIQ031D,{Are you/Is SP} covered by Medicaid?,HIQ_J,Health Insurance,2017,2018,Questionnaire,,,,,,,,,,
HIQ031E,{Are you/Is SP} covered by CHIP (Children's Health Insurance Program)?,HIQ_J,Health Insurance,2017,2018,Questionnaire,,,,,,,,,,
HIQ031F,{Are you/Is SP} covered by military health plan (Tricare/VA/Champ-VA)?,HIQ_J,Health Insurance,2017,2018,Questionnaire,,,,,,,,,,
HIQ031H,{Are you/Is SP} covered by state-sponsored health plan?,HIQ_J,Health Insurance,2017,2018,Questionnaire,,,,,,,,,,
HIQ031I,{Are you/Is SP} covered by other government insurance?,HIQ_J,Health Insurance,2017,2018,Questionnaire,,,,,,,,,,
HIQ031J,{Are you/Is SP} covered by any single service plan?,HIQ_J,Health Insurance,2017,2018,Questionnaire,,,,,,,,,,
HIQ105,Insurance card available or not.,HIQ_J,Health Insurance,2017,2018,Questionnaire,,,,,,,,,,
HIQ210,"In the past 12 months, was there any time when {you/SP} did not have any health insurance coverage?",HIQ_J,Health Insurance,2017,2018,Questionnaire,,,,,,,,,,
HIQ260,{Do you/Does SP} have Medicare?,HIQ_J,Health Insurance,2017,2018,Questionnaire,,,,,,,,,,
HIQ270,{Does this plan/Do any of these plans} cover any part of the cost of prescriptions?,HIQ_J,Health Insurance,2017,2018,Questionnaire,,,,,,,,,,
SEQN,Respondent sequence number.,HIQ_J,Health Insurance,2017,2018,Questionnaire,,,,,,,,,,
DLQ010,"With this next set of questions, we want to learn about people who have physical, mental, or emotional conditions that cause serious difficulties with their daily activities. Though different, these questions may sound similar to ones I asked earlier. {Are you/Is SP} deaf or {do you/does he/does she} have serious difficulty hearing?",DLQ_J,Disability,2017,2018,Questionnaire,,,,,,,,,,
DLQ020,{Are you/Is SP} blind or {do you/does he/does she} have serious difficulty seeing even when wearing glasses?,DLQ_J,Disability,2017,2018,Questionnaire,,,,,,,,,,
DLQ040,"Because of a physical, mental, or emotional condition, {do you/does he/does she} have serious difficulty concentrating, remembering, or making decisions?",DLQ_J,Disability,2017,2018,Questionnaire,,,,,,,,,,
DLQ050,{Do you/Does SP} have serious difficulty walking or climbing stairs?,DLQ_J,Disability,2017,2018,Questionnaire,,,,,,,,,,
DLQ060,{Do you/Does SP} have difficulty dressing or bathing?,DLQ_J,Disability,2017,2018,Questionnaire,,,,,,,,,,
DLQ080,"Because of a physical, mental, or emotional condition, {do you/does he/does she} have difficulty doing errands alone such as visiting a doctor's office or shopping?",DLQ_J,Disability,2017,2018,Questionnaire,,,,,,,,,,
DLQ100,"How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never?",DLQ_J,Disability,2017,2018,Questionnaire,,,,,,,,,,
DLQ110,Do you take medication for these feelings?,DLQ_J,Disability,2017,2018,Questionnaire,,,,,,,,,,
DLQ130,"Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?",DLQ_J,Disability,2017,2018,Questionnaire,,,,,,,,,,
DLQ140,"How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never?",DLQ_J,Disability,2017,2018,Questionnaire,,,,,,,,,,
DLQ150,Do you take medication for depression?,DLQ_J,Disability,2017,2018,Questionnaire,,,,,,,,,,
DLQ170,"Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?",DLQ_J,Disability,2017,2018,Questionnaire,,,,,,,,,,
SEQN,Respondent sequence number.,DLQ_J,Disability,2017,2018,Questionnaire,,,,,,,,,,
DID040,How old {was SP/were you} when a doctor or other health professional first told {you/him/her} that {you/he/she} had diabetes or sugar diabetes?,DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DID060,For how long {have you/has SP} been taking insulin?,DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DID250,How many times {have you/has SP} seen this doctor or other health professional in the past 12 months?,DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DID260,"How often {do you check your/does SP check his/her} blood for glucose or sugar? Include times when checked by a family member or friend, but do not include times when checked by a doctor or other health professional.",DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DID310D,What does {your/SP's} doctor or other health professional say {your/his/her} blood pressure should be?,DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DID310S,What does {your/SP's} doctor or other health professional say {your/his/her} blood pressure should be?,DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DID320,"One part of total serum cholesterol in {your/SP's} blood is a bad cholesterol, called LDL, which builds up and clogs {your/his/her} arteries. What was {your/his/her} most recent LDL cholesterol number?",DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DID330,What does {your/SP's} doctor or other health professional say {your/his/her} LDL cholesterol should be?,DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DID341,"During the past 12 months, about how many times has a doctor or other health professional checked {your/SP's} feet for any sores or irritations?",DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DID350,"How often {do you check your feet/does SP check (his/her) feet} for sores or irritations? Include times when checked by a family member or friend, but do not include times when checked by a doctor or other health professional.",DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ010,"The next questions are about specific medical conditions. {Other than during pregnancy, {have you/has SP}/{Have you/Has SP}} ever been told by a doctor or health professional that {you have/{he/she/SP} has} diabetes or sugar diabetes?",DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ050,{Is SP/Are you} now taking insulin,DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ060U,UNIT OF MEASURE,DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ070,{Is SP/Are you} now taking diabetic pills to lower {{his/her}/your} blood sugar? These are sometimes called oral agents or oral hypoglycemic agents.,DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ080,Has a doctor ever told {you/SP} that diabetes has affected {your/his/her} eyes or that {you/s/he} had retinopathy (ret-in-op-ath-ee)?,DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ160,"{Have you/Has SP} ever been told by a doctor or other health professional that {you have/SP has} any of the following: prediabetes, impaired fasting glucose, impaired glucose tolerance, borderline diabetes or that {your/her/his} blood sugar is higher than normal but not high enough to be called diabetes or sugar diabetes?",DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ170,{Have you/Has SP} ever been told by a doctor or other health professional that {you have/s/he has} health conditions or a medical or family history that increases {your/his/her} risk for diabetes?,DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ172,{Do you/Does SP} feel {you/he/she} could be at risk for diabetes or prediabetes?,DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ175A,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes? [Anything else?],DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ175B,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes? [Anything else?],DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ175C,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes? [Anything else?],DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ175D,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes? [Anything else?],DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ175E,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes? [Anything else?],DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ175F,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes? [Anything else?],DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ175G,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes? [Anything else?],DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ175H,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes? [Anything else?],DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ175I,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes? [Anything else?],DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ175J,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes? [Anything else?],DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ175K,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes? [Anything else?],DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ175L,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes? [Anything else?],DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ175M,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes? [Anything else?],DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ175N,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes? [Anything else?],DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ175O,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes? [Anything else?],DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ175P,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes? [Anything else?],DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ175Q,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes? [Anything else?],DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ175R,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes? [Anything else?],DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ175S,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes? [Anything else?],DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ175T,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes? [Anything else?],DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ175U,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes? [Anything else?],DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ175V,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?,DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ175W,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes? [Anything else?],DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ175X,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes? [Anything else?],DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ180,{Have you/Has SP} had a blood test for high blood sugar or diabetes within the past three years?,DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ230,When was the last time {you/SP} saw a diabetes nurse educator or dietitian or nutritionist for {your/his/her} diabetes? Do not include doctors or other health professionals.,DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ240,"Is there one doctor or other health professional {you usually see/SP usually sees} for {your/his/her} diabetes? Do not include specialists to whom {you have/SP has} been referred such as diabetes educators, dieticians or foot and eye doctors.",DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ260U,"How often {do you check your/does SP check his/her} blood for glucose or sugar? Include times when checked by a family member or friend, but do not include times when checked by a doctor or other health professional.",DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ275,"Glycosylated (GLY-KOH-SIH-LAY-TED) hemoglobin or the ""A one C"" test measures your average level of blood sugar for the past 3 months, and usually ranges between 5.0 and 13.9. During the past 12 months, has a doctor or other health professional checked {your/SP's} glycosylated hemoglobin or ""A one C""?",DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ280,"What was {your/SP's} last ""A one C"" level?",DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ291,"What does {your/SP's} doctor or other health professional say {your/his/her} ""A one C"" level should be? (Pick the lowest level recommended by your health care professional.)",DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ300D,Blood pressure is usually given as one number over another. What was {your/SP's} most recent blood pressure in numbers?,DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ300S,Blood pressure is usually given as one number over another. What was {your/SP's} most recent blood pressure in numbers?,DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ350U,"How often {do you check your feet/does SP check (his/her) feet} for sores or irritations? Include times when checked by a family member or friend, but do not include times when checked by a doctor or other health professional.",DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
DIQ360,When was the last time {you/SP} had an eye exam in which the pupils were dilated? This would have made {you/SP} temporarily sensitive to bright light.,DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
SEQN,Respondent sequence number.,DIQ_J,Diabetes,2017,2018,Questionnaire,,,,,,,,,,
PFQ020,"{Do you/Does SP} have an impairment or health problem that limits {your/his/her} ability to {walk, run or play} {walk or run}?",PFQ_J,Physical Functioning,2017,2018,Questionnaire,,,,,,,,,,
PFQ030,"Is this an impairment or health problem that has lasted, or is expected to last 12 months or longer?",PFQ_J,Physical Functioning,2017,2018,Questionnaire,,,,,,,,,,
PFQ033,"{Do you/Does SP} have any impairment or health problem that requires {you/him/her} to use special equipment, such as a brace, a wheelchair, or a hearing aid (excluding ordinary eyeglasses or corrective shoes)?",PFQ_J,Physical Functioning,2017,2018,Questionnaire,,,,,,,,,,
PFQ041,Does {SP} receive Special Education or Early Intervention Services?,PFQ_J,Physical Functioning,2017,2018,Questionnaire,,,,,,,,,,
PFQ049,"The next set of questions is about limitations caused by any long-term physical, mental or emotional problem or illness. Please do not include temporary conditions, such as a cold [or pregnancy]. Does a physical, mental or emotional problem now keep {you/SP} from working at a job or business?",PFQ_J,Physical Functioning,2017,2018,Questionnaire,,,,,,,,,,
PFQ051,"{Are you/Is SP} limited in the kind or amount of work {you/s/he} can do because of a physical, mental or emotional problem?",PFQ_J,Physical Functioning,2017,2018,Questionnaire,,,,,,,,,,
PFQ054,"Because of a health problem, {do you/does SP} have difficulty walking without using any special equipment?",PFQ_J,Physical Functioning,2017,2018,Questionnaire,,,,,,,,,,
PFQ057,{Are you/Is SP} limited in any way because of difficulty remembering or because {you/s/he} experience{s} periods of confusion?,PFQ_J,Physical Functioning,2017,2018,Questionnaire,,,,,,,,,,
PFQ059,"{Are you/Is SP} limited in any way in any activity because of a physical, mental or emotional problem?",PFQ_J,Physical Functioning,2017,2018,Questionnaire,,,,,,,,,,
PFQ061A,"The next questions ask about difficulties {you/SP} may have doing certain activities because of a health problem. By ""health problem"" we mean any long-term physical, mental or emotional problem or illness {not including pregnancy}. By {yourself/himself /herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .managing {your/his/her} money [such as keeping track of {your/his/her} expenses or paying bills]?",PFQ_J,Physical Functioning,2017,2018,Questionnaire,,,,,,,,,,
PFQ061B,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .walking for a quarter of a mile [that is about 2 or 3 blocks]?",PFQ_J,Physical Functioning,2017,2018,Questionnaire,,,,,,,,,,
PFQ061C,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .walking up 10 steps without resting?",PFQ_J,Physical Functioning,2017,2018,Questionnaire,,,,,,,,,,
PFQ061D,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .stooping, crouching, or kneeling?",PFQ_J,Physical Functioning,2017,2018,Questionnaire,,,,,,,,,,
PFQ061E,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .lifting or carrying something as heavy as 10 pounds [like a sack of potatoes or rice]?",PFQ_J,Physical Functioning,2017,2018,Questionnaire,,,,,,,,,,
PFQ061F,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .doing chores around the house [like vacuuming, sweeping, dusting, or straightening up]?",PFQ_J,Physical Functioning,2017,2018,Questionnaire,,,,,,,,,,
PFQ061G,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .preparing {your/his/her} own meals?",PFQ_J,Physical Functioning,2017,2018,Questionnaire,,,,,,,,,,
PFQ061H,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .walking from one room to another on the same level?",PFQ_J,Physical Functioning,2017,2018,Questionnaire,,,,,,,,,,
PFQ061I,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .standing up from an armless straight chair?",PFQ_J,Physical Functioning,2017,2018,Questionnaire,,,,,,,,,,
PFQ061J,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .getting in or out of bed?",PFQ_J,Physical Functioning,2017,2018,Questionnaire,,,,,,,,,,
PFQ061K,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .eating, like holding a fork, cutting food or drinking from a glass?",PFQ_J,Physical Functioning,2017,2018,Questionnaire,,,,,,,,,,
PFQ061L,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .dressing {yourself/himself/herself}, including tying shoes, working zippers, and doing buttons?",PFQ_J,Physical Functioning,2017,2018,Questionnaire,,,,,,,,,,
PFQ061M,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .standing or being on {your/his/her} feet for about 2 hours?",PFQ_J,Physical Functioning,2017,2018,Questionnaire,,,,,,,,,,
PFQ061N,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .sitting for about 2 hours?",PFQ_J,Physical Functioning,2017,2018,Questionnaire,,,,,,,,,,
PFQ061O,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .reaching up over {your/his/her} head?",PFQ_J,Physical Functioning,2017,2018,Questionnaire,,,,,,,,,,
PFQ061P,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .using {your/his/her} fingers to grasp or handle small objects?",PFQ_J,Physical Functioning,2017,2018,Questionnaire,,,,,,,,,,
PFQ061Q,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .going out to things like shopping, movies, or sporting events?",PFQ_J,Physical Functioning,2017,2018,Questionnaire,,,,,,,,,,
PFQ061R,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .participating in social activities [visiting friends, attending clubs or meetings or going to parties]?",PFQ_J,Physical Functioning,2017,2018,Questionnaire,,,,,,,,,,
PFQ061S,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .doing things to relax at home or for leisure [reading, watching TV, sewing, listening to music]?",PFQ_J,Physical Functioning,2017,2018,Questionnaire,,,,,,,,,,
PFQ061T,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .pushing or pulling large objects like a living room chair?",PFQ_J,Physical Functioning,2017,2018,Questionnaire,,,,,,,,,,
PFQ063A,What condition or health problem causes {you/SP} to have difficulty with or need help with {NAME OF UP TO 3 ACTIVITIES/these activities}?,PFQ_J,Physical Functioning,2017,2018,Questionnaire,,,,,,,,,,
PFQ063B,What condition or health problem causes {you/SP} to have difficulty with or need help with {NAME OF UP TO 3 ACTIVITIES/these activities}?,PFQ_J,Physical Functioning,2017,2018,Questionnaire,,,,,,,,,,
PFQ063C,What condition or health problem causes {you/SP} to have difficulty with or need help with {NAME OF UP TO 3 ACTIVITIES/these activities}?,PFQ_J,Physical Functioning,2017,2018,Questionnaire,,,,,,,,,,
PFQ063D,What condition or health problem causes {you/SP} to have difficulty with or need help with {NAME OF UP TO 3 ACTIVITIES/these activities}?,PFQ_J,Physical Functioning,2017,2018,Questionnaire,,,,,,,,,,
PFQ063E,What condition or health problem causes {you/SP} to have difficulty with or need help with {NAME OF UP TO 3 ACTIVITIES/these activities}?,PFQ_J,Physical Functioning,2017,2018,Questionnaire,,,,,,,,,,
PFQ090,"{Do you/Does SP} now have any health problem that requires {you/him/her} to use special equipment, such as a cane, a wheelchair, a special bed, or a special telephone?",PFQ_J,Physical Functioning,2017,2018,Questionnaire,,,,,,,,,,
SEQN,Respondent sequence number.,PFQ_J,Physical Functioning,2017,2018,Questionnaire,,,,,,,,,,
SEQN,Respondent sequence number.,SMQRTU_J,Smoking - Recent Tobacco Use,2017,2018,Questionnaire,,,,,,,,,,
SMAQUEX,Questionnaire Mode Flag.,SMQRTU_J,Smoking - Recent Tobacco Use,2017,2018,Questionnaire,,,,,,,,,,
SMDANY,Used any tobacco product last 5 days?,SMQRTU_J,Smoking - Recent Tobacco Use,2017,2018,Questionnaire,,TRUE,,tobacco_use,TRUE,"{ 1: ""Yes"", 2: ""No"", 3: ""Refused"", 9: ""Unknown"" }",,,,
SMQ681,"The following questions ask about use of tobacco products in the past 5 days. During the past 5 days, including today, did you smoke cigarettes, pipes, cigars, little cigars or cigarillos, water pipes, hookahs, or e-cigarettes?",SMQRTU_J,Smoking - Recent Tobacco Use,2017,2018,Questionnaire,,,,,,,,,,
SMQ690A,Which of these products did {you/he/she} use?,SMQRTU_J,Smoking - Recent Tobacco Use,2017,2018,Questionnaire,,,,,,,,,,
SMQ690B,Which of these products did {you/he/she} use?,SMQRTU_J,Smoking - Recent Tobacco Use,2017,2018,Questionnaire,,,,,,,,,,
SMQ690C,Which of these products did {you/he/she} use?,SMQRTU_J,Smoking - Recent Tobacco Use,2017,2018,Questionnaire,,,,,,,,,,
SMQ690D,Which of these products did {you/he/she} use?,SMQRTU_J,Smoking - Recent Tobacco Use,2017,2018,Questionnaire,,,,,,,,,,
SMQ690E,Which of these products did {you/he/she} use?,SMQRTU_J,Smoking - Recent Tobacco Use,2017,2018,Questionnaire,,,,,,,,,,
SMQ690F,Which of these products did {you/he/she} use?,SMQRTU_J,Smoking - Recent Tobacco Use,2017,2018,Questionnaire,,,,,,,,,,
SMQ690G,Which of these products did {you/he/she} use?,SMQRTU_J,Smoking - Recent Tobacco Use,2017,2018,Questionnaire,,,,,,,,,,
SMQ690H,Which of these products did {you/he/she} use?,SMQRTU_J,Smoking - Recent Tobacco Use,2017,2018,Questionnaire,,,,,,,,,,
SMQ690K,Which of these products did {you/he/she} use?,SMQRTU_J,Smoking - Recent Tobacco Use,2017,2018,Questionnaire,,,,,,,,,,
SMQ710,"During the past 5 days, including today, on how many days did {you/he/she} smoke cigarettes?",SMQRTU_J,Smoking - Recent Tobacco Use,2017,2018,Questionnaire,,TRUE,,days_cigarette_smoked,,,TRUE,9,TRUE,TRUE
SMQ720,"During the past 5 days, including today, on the days {you/he/she} smoked, how many cigarettes did {you/he/she} smoke each day?",SMQRTU_J,Smoking - Recent Tobacco Use,2017,2018,Questionnaire,,TRUE,,cigarette_count,,,TRUE,9999,TRUE,TRUE
